Date,Season,HomeTeam,AwayTeam,FTHG,FTAG
13/02/2016,2015,Chievo Verona,Sassuolo Calcio,1,1
13/02/2016,2015,Juventus,SSC Napoli,1,0
14/02/2016,2015,AC Milan,Genoa CFC,2,1
14/02/2016,2015,Sampdoria,Atalanta,0,0
14/02/2016,2015,Udinese Calcio,Bologna FC,0,1
14/02/2016,2015,US Palermo,Torino FC,1,3
14/02/2016,2015,ACF Fiorentina,Inter,2,1
19/02/2016,2015,Bologna FC,Juventus,0,0
20/02/2016,2015,Hellas Verona,Chievo Verona,3,1
20/02/2016,2015,Inter,Sampdoria,3,1
21/02/2016,2015,Torino FC,Carpi FC,0,0
21/02/2016,2015,Sassuolo Calcio,Empoli FC,3,2
21/02/2016,2015,Atalanta,ACF Fiorentina,2,3
21/02/2016,2015,Genoa CFC,Udinese Calcio,2,1
21/02/2016,2015,Frosinone Calcio,Lazio Roma,0,0
21/02/2016,2015,AS Roma,US Palermo,5,0
22/02/2016,2015,SSC Napoli,AC Milan,1,1
27/02/2016,2015,Empoli FC,AS Roma,1,3
27/02/2016,2015,AC Milan,Torino FC,1,0
28/02/2016,2015,US Palermo,Bologna FC,0,0
28/02/2016,2015,Carpi FC,Atalanta,1,1
28/02/2016,2015,Sampdoria,Frosinone Calcio,2,0
28/02/2016,2015,Chievo Verona,Genoa CFC,1,0
28/02/2016,2015,Udinese Calcio,Hellas Verona,2,0
28/02/2016,2015,Juventus,Inter,2,0
29/02/2016,2015,Lazio Roma,Sassuolo Calcio,0,2
29/02/2016,2015,ACF Fiorentina,SSC Napoli,1,1
4/03/2016,2015,AS Roma,ACF Fiorentina,4,1
5/03/2016,2015,Hellas Verona,Sampdoria,0,3
5/03/2016,2015,SSC Napoli,Chievo Verona,3,1
6/03/2016,2015,Torino FC,Lazio Roma,1,1
6/03/2016,2015,Bologna FC,Carpi FC,0,0
6/03/2016,2015,Genoa CFC,Empoli FC,1,0
6/03/2016,2015,Atalanta,Juventus,0,2
6/03/2016,2015,Sassuolo Calcio,AC Milan,2,0
6/03/2016,2015,Frosinone Calcio,Udinese Calcio,2,0
6/03/2016,2015,Inter,US Palermo,3,1
11/03/2016,2015,Juventus,Sassuolo Calcio,1,0
12/03/2016,2015,Empoli FC,Sampdoria,1,1
12/03/2016,2015,Inter,Bologna FC,2,1
13/03/2016,2015,Chievo Verona,AC Milan,0,0
13/03/2016,2015,Carpi FC,Frosinone Calcio,2,1
13/03/2016,2015,ACF Fiorentina,Hellas Verona,1,1
13/03/2016,2015,Udinese Calcio,AS Roma,1,2
13/03/2016,2015,Genoa CFC,Torino FC,3,2
13/03/2016,2015,Lazio Roma,Atalanta,2,0
13/03/2016,2015,US Palermo,SSC Napoli,0,1
19/03/2016,2015,Empoli FC,US Palermo,0,0
19/03/2016,2015,AS Roma,Inter,1,1
20/03/2016,2015,Atalanta,Bologna FC,2,0
20/03/2016,2015,Torino FC,Juventus,1,4
20/03/2016,2015,Sassuolo Calcio,Udinese Calcio,1,1
20/03/2016,2015,Hellas Verona,Carpi FC,1,2
20/03/2016,2015,Sampdoria,Chievo Verona,0,1
20/03/2016,2015,Frosinone Calcio,ACF Fiorentina,0,0
20/03/2016,2015,SSC Napoli,Genoa CFC,3,1
20/03/2016,2015,AC Milan,Lazio Roma,1,1
2/04/2016,2015,Carpi FC,Sassuolo Calcio,1,3
2/04/2016,2015,Juventus,Empoli FC,1,0
3/04/2016,2015,Udinese Calcio,SSC Napoli,3,1
3/04/2016,2015,Genoa CFC,Frosinone Calcio,4,0
3/04/2016,2015,Atalanta,AC Milan,2,1
3/04/2016,2015,Chievo Verona,US Palermo,3,1
3/04/2016,2015,Lazio Roma,AS Roma,1,4
3/04/2016,2015,ACF Fiorentina,Sampdoria,1,1
3/04/2016,2015,Inter,Torino FC,1,2
4/04/2016,2015,Bologna FC,Hellas Verona,0,1
9/04/2016,2015,Frosinone Calcio,Inter,0,1
9/04/2016,2015,Chievo Verona,Carpi FC,1,0
9/04/2016,2015,Sassuolo Calcio,Genoa CFC,0,1
9/04/2016,2015,AC Milan,Juventus,1,2
10/04/2016,2015,Empoli FC,ACF Fiorentina,2,0
10/04/2016,2015,Torino FC,Atalanta,2,1
10/04/2016,2015,SSC Napoli,Hellas Verona,3,0
10/04/2016,2015,Sampdoria,Udinese Calcio,2,0
10/04/2016,2015,US Palermo,Lazio Roma,0,3
11/04/2016,2015,AS Roma,Bologna FC,1,1
16/04/2016,2015,Bologna FC,Torino FC,0,1
16/04/2016,2015,Carpi FC,Genoa CFC,4,1
16/04/2016,2015,Inter,SSC Napoli,2,0
17/04/2016,2015,Atalanta,AS Roma,3,3
17/04/2016,2015,Udinese Calcio,Chievo Verona,0,0
17/04/2016,2015,Hellas Verona,Frosinone Calcio,1,2
17/04/2016,2015,Juventus,US Palermo,4,0
17/04/2016,2015,ACF Fiorentina,Sassuolo Calcio,3,1
17/04/2016,2015,Lazio Roma,Empoli FC,2,0
17/04/2016,2015,Sampdoria,AC Milan,0,1
19/04/2016,2015,SSC Napoli,Bologna FC,6,0
20/04/2016,2015,Sassuolo Calcio,Sampdoria,0,0
20/04/2016,2015,US Palermo,Atalanta,2,2
20/04/2016,2015,Udinese Calcio,ACF Fiorentina,2,1
20/04/2016,2015,Chievo Verona,Frosinone Calcio,5,1
20/04/2016,2015,Empoli FC,Hellas Verona,1,0
20/04/2016,2015,Genoa CFC,Inter,1,0
20/04/2016,2015,Juventus,Lazio Roma,3,0
20/04/2016,2015,AS Roma,Torino FC,3,2
21/04/2016,2015,AC Milan,Carpi FC,0,0
23/04/2016,2015,Inter,Udinese Calcio,3,1
24/04/2016,2015,Frosinone Calcio,US Palermo,0,2
24/04/2016,2015,Atalanta,Chievo Verona,1,0
24/04/2016,2015,Bologna FC,Genoa CFC,2,0
24/04/2016,2015,Sampdoria,Lazio Roma,2,1
24/04/2016,2015,Torino FC,Sassuolo Calcio,1,3
24/04/2016,2015,ACF Fiorentina,Juventus,1,2
25/04/2016,2015,AS Roma,SSC Napoli,1,0
25/04/2016,2015,Hellas Verona,AC Milan,2,1
25/04/2016,2015,Carpi FC,Empoli FC,1,0
30/04/2016,2015,Udinese Calcio,Torino FC,1,5
30/04/2016,2015,Chievo Verona,ACF Fiorentina,0,0
1/05/2016,2015,Juventus,Carpi FC,2,0
1/05/2016,2015,Empoli FC,Bologna FC,0,0
1/05/2016,2015,AC Milan,Frosinone Calcio,3,3
1/05/2016,2015,Sassuolo Calcio,Hellas Verona,1,0
1/05/2016,2015,US Palermo,Sampdoria,2,0
1/05/2016,2015,Lazio Roma,Inter,2,0
2/05/2016,2015,Genoa CFC,AS Roma,2,3
2/05/2016,2015,SSC Napoli,Atalanta,2,1
7/05/2016,2015,Inter,Empoli FC,2,1
7/05/2016,2015,Bologna FC,AC Milan,0,1
8/05/2016,2015,AS Roma,Chievo Verona,3,0
8/05/2016,2015,Sampdoria,Genoa CFC,0,3
8/05/2016,2015,Carpi FC,Lazio Roma,1,3
8/05/2016,2015,ACF Fiorentina,US Palermo,0,0
8/05/2016,2015,Frosinone Calcio,Sassuolo Calcio,0,1
8/05/2016,2015,Atalanta,Udinese Calcio,1,1
8/05/2016,2015,Hellas Verona,Juventus,2,1
8/05/2016,2015,Torino FC,SSC Napoli,1,2
14/05/2016,2015,Juventus,Sampdoria,5,0
14/05/2016,2015,SSC Napoli,Frosinone Calcio,4,0
14/05/2016,2015,Sassuolo Calcio,Inter,3,1
14/05/2016,2015,AC Milan,AS Roma,1,3
15/05/2016,2015,Genoa CFC,Atalanta,1,2
15/05/2016,2015,Chievo Verona,Bologna FC,0,0
15/05/2016,2015,Empoli FC,Torino FC,2,1
15/05/2016,2015,Udinese Calcio,Carpi FC,1,2
15/05/2016,2015,Lazio Roma,ACF Fiorentina,2,4
15/05/2016,2015,US Palermo,Hellas Verona,3,2
20/08/2016,2016,Juventus,ACF Fiorentina,2,1
20/08/2016,2016,AS Roma,Udinese Calcio,4,0
21/08/2016,2016,Atalanta,Lazio Roma,3,4
21/08/2016,2016,Bologna FC,FC Crotone,1,0
21/08/2016,2016,Chievo Verona,Inter,2,0
21/08/2016,2016,Empoli FC,Sampdoria,0,1
21/08/2016,2016,Genoa CFC,Cagliari Calcio,3,1
21/08/2016,2016,AC Milan,Torino FC,3,2
21/08/2016,2016,US Palermo,Sassuolo Calcio,0,1
21/08/2016,2016,Pescara Calcio,SSC Napoli,2,2
27/08/2016,2016,Lazio Roma,Juventus,0,1
27/08/2016,2016,SSC Napoli,AC Milan,4,2
28/08/2016,2016,Cagliari Calcio,AS Roma,2,2
28/08/2016,2016,FC Crotone,Genoa CFC,1,3
28/08/2016,2016,ACF Fiorentina,Chievo Verona,1,0
28/08/2016,2016,Inter,US Palermo,1,1
28/08/2016,2016,Sampdoria,Atalanta,2,1
28/08/2016,2016,Sassuolo Calcio,Pescara Calcio,0,3
28/08/2016,2016,Torino FC,Bologna FC,5,1
28/08/2016,2016,Udinese Calcio,Empoli FC,2,0
10/09/2016,2016,Juventus,Sassuolo Calcio,3,1
10/09/2016,2016,US Palermo,SSC Napoli,0,3
11/09/2016,2016,Atalanta,Torino FC,2,1
11/09/2016,2016,Bologna FC,Cagliari Calcio,2,1
11/09/2016,2016,Chievo Verona,Lazio Roma,1,1
11/09/2016,2016,AC Milan,Udinese Calcio,0,1
11/09/2016,2016,Pescara Calcio,Inter,1,2
11/09/2016,2016,AS Roma,Sampdoria,3,2
12/09/2016,2016,Empoli FC,FC Crotone,2,1
16/09/2016,2016,Sampdoria,AC Milan,0,1
17/09/2016,2016,Lazio Roma,Pescara Calcio,3,0
17/09/2016,2016,SSC Napoli,Bologna FC,3,1
18/09/2016,2016,Cagliari Calcio,Atalanta,3,0
18/09/2016,2016,FC Crotone,US Palermo,1,1
18/09/2016,2016,ACF Fiorentina,AS Roma,1,0
18/09/2016,2016,Inter,Juventus,2,1
18/09/2016,2016,Sassuolo Calcio,Genoa CFC,2,0
18/09/2016,2016,Torino FC,Empoli FC,0,0
18/09/2016,2016,Udinese Calcio,Chievo Verona,1,2
20/09/2016,2016,AC Milan,Lazio Roma,2,0
21/09/2016,2016,Atalanta,US Palermo,0,1
21/09/2016,2016,Bologna FC,Sampdoria,2,0
21/09/2016,2016,Chievo Verona,Sassuolo Calcio,2,1
21/09/2016,2016,Empoli FC,Inter,0,2
21/09/2016,2016,Genoa CFC,SSC Napoli,0,0
21/09/2016,2016,Juventus,Cagliari Calcio,4,0
21/09/2016,2016,Pescara Calcio,Torino FC,0,0
21/09/2016,2016,AS Roma,FC Crotone,4,0
21/09/2016,2016,Udinese Calcio,ACF Fiorentina,2,2
24/09/2016,2016,SSC Napoli,Chievo Verona,2,0
24/09/2016,2016,US Palermo,Juventus,0,1
25/09/2016,2016,ACF Fiorentina,AC Milan,0,0
25/09/2016,2016,Genoa CFC,Pescara Calcio,1,1
25/09/2016,2016,Inter,Bologna FC,1,1
25/09/2016,2016,Lazio Roma,Empoli FC,2,0
25/09/2016,2016,Sassuolo Calcio,Udinese Calcio,1,0
25/09/2016,2016,Torino FC,AS Roma,3,1
26/09/2016,2016,Cagliari Calcio,Sampdoria,2,1
26/09/2016,2016,FC Crotone,Atalanta,1,3
1/10/2016,2016,Pescara Calcio,Chievo Verona,0,2
1/10/2016,2016,Udinese Calcio,Lazio Roma,0,3
2/10/2016,2016,Atalanta,SSC Napoli,1,0
2/10/2016,2016,Bologna FC,Genoa CFC,0,1
2/10/2016,2016,Cagliari Calcio,FC Crotone,2,1
2/10/2016,2016,Empoli FC,Juventus,0,3
2/10/2016,2016,AC Milan,Sassuolo Calcio,4,3
2/10/2016,2016,AS Roma,Inter,2,1
2/10/2016,2016,Sampdoria,US Palermo,1,1
2/10/2016,2016,Torino FC,ACF Fiorentina,2,1
15/10/2016,2016,Juventus,Udinese Calcio,2,1
15/10/2016,2016,SSC Napoli,AS Roma,1,3
15/10/2016,2016,Pescara Calcio,Sampdoria,1,1
16/10/2016,2016,Chievo Verona,AC Milan,1,3
16/10/2016,2016,ACF Fiorentina,Atalanta,0,0
16/10/2016,2016,Genoa CFC,Empoli FC,0,0
16/10/2016,2016,Inter,Cagliari Calcio,1,2
16/10/2016,2016,Lazio Roma,Bologna FC,1,1
16/10/2016,2016,Sassuolo Calcio,FC Crotone,2,1
17/10/2016,2016,US Palermo,Torino FC,1,4
22/10/2016,2016,AC Milan,Juventus,1,0
22/10/2016,2016,Sampdoria,Genoa CFC,2,1
23/10/2016,2016,Atalanta,Inter,2,1
23/10/2016,2016,Bologna FC,Sassuolo Calcio,1,1
23/10/2016,2016,Cagliari Calcio,ACF Fiorentina,3,5
23/10/2016,2016,FC Crotone,SSC Napoli,1,2
23/10/2016,2016,Empoli FC,Chievo Verona,0,0
23/10/2016,2016,AS Roma,US Palermo,4,1
23/10/2016,2016,Torino FC,Lazio Roma,2,2
23/10/2016,2016,Udinese Calcio,Pescara Calcio,3,1
25/10/2016,2016,Genoa CFC,AC Milan,3,0
26/10/2016,2016,Chievo Verona,Bologna FC,1,1
26/10/2016,2016,ACF Fiorentina,FC Crotone,1,1
26/10/2016,2016,Inter,Torino FC,2,1
26/10/2016,2016,Juventus,Sampdoria,4,1
26/10/2016,2016,Lazio Roma,Cagliari Calcio,4,1
26/10/2016,2016,SSC Napoli,Empoli FC,2,0
26/10/2016,2016,Pescara Calcio,Atalanta,0,1
26/10/2016,2016,Sassuolo Calcio,AS Roma,1,3
27/10/2016,2016,US Palermo,Udinese Calcio,1,3
29/10/2016,2016,Bologna FC,ACF Fiorentina,0,1
29/10/2016,2016,Juventus,SSC Napoli,2,1
30/10/2016,2016,Atalanta,Genoa CFC,3,0
30/10/2016,2016,FC Crotone,Chievo Verona,2,0
30/10/2016,2016,Empoli FC,AS Roma,0,0
30/10/2016,2016,Lazio Roma,Sassuolo Calcio,2,1
30/10/2016,2016,AC Milan,Pescara Calcio,1,0
30/10/2016,2016,Sampdoria,Inter,1,0
31/10/2016,2016,Cagliari Calcio,US Palermo,2,1
31/10/2016,2016,Udinese Calcio,Torino FC,2,2
5/11/2016,2016,SSC Napoli,Lazio Roma,1,1
5/11/2016,2016,Torino FC,Cagliari Calcio,5,1
6/11/2016,2016,Chievo Verona,Juventus,1,2
6/11/2016,2016,ACF Fiorentina,Sampdoria,1,1
6/11/2016,2016,Genoa CFC,Udinese Calcio,1,1
6/11/2016,2016,Inter,FC Crotone,3,0
6/11/2016,2016,US Palermo,AC Milan,1,2
6/11/2016,2016,Pescara Calcio,Empoli FC,0,4
6/11/2016,2016,AS Roma,Bologna FC,3,0
6/11/2016,2016,Sassuolo Calcio,Atalanta,0,3
19/11/2016,2016,Chievo Verona,Cagliari Calcio,1,0
19/11/2016,2016,Juventus,Pescara Calcio,3,0
19/11/2016,2016,Udinese Calcio,SSC Napoli,1,2
20/11/2016,2016,Atalanta,AS Roma,2,1
20/11/2016,2016,Bologna FC,US Palermo,3,1
20/11/2016,2016,FC Crotone,Torino FC,0,2
20/11/2016,2016,Empoli FC,ACF Fiorentina,0,4
20/11/2016,2016,Lazio Roma,Genoa CFC,3,1
20/11/2016,2016,AC Milan,Inter,2,2
20/11/2016,2016,Sampdoria,Sassuolo Calcio,3,2
26/11/2016,2016,Empoli FC,AC Milan,1,4
26/11/2016,2016,Torino FC,Chievo Verona,2,1
27/11/2016,2016,Bologna FC,Atalanta,0,2
27/11/2016,2016,Cagliari Calcio,Udinese Calcio,2,1
27/11/2016,2016,FC Crotone,Sampdoria,1,1
27/11/2016,2016,Genoa CFC,Juventus,3,1
27/11/2016,2016,US Palermo,Lazio Roma,0,1
27/11/2016,2016,AS Roma,Pescara Calcio,3,2
28/11/2016,2016,Inter,ACF Fiorentina,4,2
28/11/2016,2016,SSC Napoli,Sassuolo Calcio,1,1
2/12/2016,2016,SSC Napoli,Inter,3,0
3/12/2016,2016,Juventus,Atalanta,3,1
4/12/2016,2016,ACF Fiorentina,US Palermo,2,1
4/12/2016,2016,Lazio Roma,AS Roma,0,2
4/12/2016,2016,AC Milan,FC Crotone,2,1
4/12/2016,2016,Pescara Calcio,Cagliari Calcio,1,1
4/12/2016,2016,Sampdoria,Torino FC,2,0
4/12/2016,2016,Sassuolo Calcio,Empoli FC,3,0
5/12/2016,2016,Chievo Verona,Genoa CFC,0,0
5/12/2016,2016,Udinese Calcio,Bologna FC,1,0
10/12/2016,2016,FC Crotone,Pescara Calcio,2,1
10/12/2016,2016,Sampdoria,Lazio Roma,1,2
11/12/2016,2016,Atalanta,Udinese Calcio,1,3
11/12/2016,2016,Bologna FC,Empoli FC,0,0
11/12/2016,2016,Cagliari Calcio,SSC Napoli,0,5
11/12/2016,2016,Inter,Genoa CFC,2,0
11/12/2016,2016,US Palermo,Chievo Verona,0,2
11/12/2016,2016,Torino FC,Juventus,1,3
12/12/2016,2016,ACF Fiorentina,Sassuolo Calcio,2,1
12/12/2016,2016,AS Roma,AC Milan,1,0
15/12/2016,2016,Genoa CFC,ACF Fiorentina,1,0
17/12/2016,2016,Empoli FC,Cagliari Calcio,2,0
17/12/2016,2016,Juventus,AS Roma,1,0
17/12/2016,2016,AC Milan,Atalanta,0,0
18/12/2016,2016,Chievo Verona,Sampdoria,2,1
18/12/2016,2016,Genoa CFC,US Palermo,3,4
18/12/2016,2016,Lazio Roma,ACF Fiorentina,3,1
18/12/2016,2016,SSC Napoli,Torino FC,5,3
18/12/2016,2016,Pescara Calcio,Bologna FC,0,3
18/12/2016,2016,Sassuolo Calcio,Inter,0,1
18/12/2016,2016,Udinese Calcio,FC Crotone,2,0
20/12/2016,2016,Atalanta,Empoli FC,2,1
21/12/2016,2016,Inter,Lazio Roma,3,0
22/12/2016,2016,Cagliari Calcio,Sassuolo Calcio,4,3
22/12/2016,2016,ACF Fiorentina,SSC Napoli,3,3
22/12/2016,2016,US Palermo,Pescara Calcio,1,1
22/12/2016,2016,AS Roma,Chievo Verona,3,1
22/12/2016,2016,Sampdoria,Udinese Calcio,0,0
22/12/2016,2016,Torino FC,Genoa CFC,1,0
7/01/2017,2016,Empoli FC,US Palermo,1,0
7/01/2017,2016,SSC Napoli,Sampdoria,2,1
8/01/2017,2016,Chievo Verona,Atalanta,1,4
8/01/2017,2016,Genoa CFC,AS Roma,0,1
8/01/2017,2016,Juventus,Bologna FC,3,0
8/01/2017,2016,Lazio Roma,FC Crotone,1,0
8/01/2017,2016,AC Milan,Cagliari Calcio,1,0
8/01/2017,2016,Sassuolo Calcio,Torino FC,0,0
8/01/2017,2016,Udinese Calcio,Inter,1,2
14/01/2017,2016,FC Crotone,Bologna FC,0,1
14/01/2017,2016,Inter,Chievo Verona,3,1
15/01/2017,2016,Cagliari Calcio,Genoa CFC,4,1
15/01/2017,2016,ACF Fiorentina,Juventus,2,1
15/01/2017,2016,Lazio Roma,Atalanta,2,1
15/01/2017,2016,SSC Napoli,Pescara Calcio,3,1
15/01/2017,2016,Sampdoria,Empoli FC,0,0
15/01/2017,2016,Sassuolo Calcio,US Palermo,4,1
15/01/2017,2016,Udinese Calcio,AS Roma,0,1
16/01/2017,2016,Torino FC,AC Milan,2,2
21/01/2017,2016,Chievo Verona,ACF Fiorentina,0,3
21/01/2017,2016,AC Milan,SSC Napoli,1,2
22/01/2017,2016,Atalanta,Sampdoria,1,0
22/01/2017,2016,Bologna FC,Torino FC,2,0
22/01/2017,2016,Empoli FC,Udinese Calcio,1,0
22/01/2017,2016,Genoa CFC,FC Crotone,2,2
22/01/2017,2016,Juventus,Lazio Roma,2,0
22/01/2017,2016,US Palermo,Inter,0,1
22/01/2017,2016,Pescara Calcio,Sassuolo Calcio,1,3
22/01/2017,2016,AS Roma,Cagliari Calcio,1,0
28/01/2017,2016,Inter,Pescara Calcio,3,0
28/01/2017,2016,Lazio Roma,Chievo Verona,0,1
29/01/2017,2016,Cagliari Calcio,Bologna FC,1,1
29/01/2017,2016,FC Crotone,Empoli FC,4,1
29/01/2017,2016,ACF Fiorentina,Genoa CFC,3,3
29/01/2017,2016,SSC Napoli,US Palermo,1,1
29/01/2017,2016,Sampdoria,AS Roma,3,2
29/01/2017,2016,Sassuolo Calcio,Juventus,0,2
29/01/2017,2016,Torino FC,Atalanta,1,1
29/01/2017,2016,Udinese Calcio,AC Milan,2,1
1/02/2017,2016,Pescara Calcio,ACF Fiorentina,1,2
4/02/2017,2016,Bologna FC,SSC Napoli,1,7
5/02/2017,2016,Atalanta,Cagliari Calcio,2,0
5/02/2017,2016,Chievo Verona,Udinese Calcio,0,0
5/02/2017,2016,Empoli FC,Torino FC,1,1
5/02/2017,2016,Genoa CFC,Sassuolo Calcio,0,1
5/02/2017,2016,Juventus,Inter,1,0
5/02/2017,2016,AC Milan,Sampdoria,0,1
5/02/2017,2016,US Palermo,FC Crotone,1,0
5/02/2017,2016,Pescara Calcio,Lazio Roma,2,6
7/02/2017,2016,AS Roma,ACF Fiorentina,4,0
8/02/2017,2016,Bologna FC,AC Milan,0,1
8/02/2017,2016,FC Crotone,Juventus,0,2
10/02/2017,2016,SSC Napoli,Genoa CFC,2,0
11/02/2017,2016,ACF Fiorentina,Udinese Calcio,3,0
12/02/2017,2016,Cagliari Calcio,Juventus,0,2
12/02/2017,2016,FC Crotone,AS Roma,0,2
12/02/2017,2016,Inter,Empoli FC,2,0
12/02/2017,2016,US Palermo,Atalanta,1,3
12/02/2017,2016,Sampdoria,Bologna FC,3,1
12/02/2017,2016,Sassuolo Calcio,Chievo Verona,1,3
12/02/2017,2016,Torino FC,Pescara Calcio,5,3
13/02/2017,2016,Lazio Roma,AC Milan,1,1
17/02/2017,2016,Juventus,US Palermo,4,1
18/02/2017,2016,Atalanta,FC Crotone,1,0
18/02/2017,2016,Empoli FC,Lazio Roma,1,2
19/02/2017,2016,Bologna FC,Inter,0,1
19/02/2017,2016,Chievo Verona,SSC Napoli,1,3
19/02/2017,2016,AC Milan,ACF Fiorentina,2,1
19/02/2017,2016,Pescara Calcio,Genoa CFC,5,0
19/02/2017,2016,AS Roma,Torino FC,4,1
19/02/2017,2016,Sampdoria,Cagliari Calcio,1,1
19/02/2017,2016,Udinese Calcio,Sassuolo Calcio,1,2
25/02/2017,2016,Juventus,Empoli FC,2,0
25/02/2017,2016,SSC Napoli,Atalanta,0,2
26/02/2017,2016,Chievo Verona,Pescara Calcio,2,0
26/02/2017,2016,FC Crotone,Cagliari Calcio,1,2
26/02/2017,2016,Genoa CFC,Bologna FC,1,1
26/02/2017,2016,Inter,AS Roma,1,3
26/02/2017,2016,Lazio Roma,Udinese Calcio,1,0
26/02/2017,2016,US Palermo,Sampdoria,1,1
26/02/2017,2016,Sassuolo Calcio,AC Milan,0,1
27/02/2017,2016,ACF Fiorentina,Torino FC,2,2
4/03/2017,2016,AC Milan,Chievo Verona,3,1
4/03/2017,2016,AS Roma,SSC Napoli,1,2
4/03/2017,2016,Sampdoria,Pescara Calcio,3,1
5/03/2017,2016,Atalanta,ACF Fiorentina,0,0
5/03/2017,2016,Bologna FC,Lazio Roma,0,2
5/03/2017,2016,Cagliari Calcio,Inter,1,5
5/03/2017,2016,FC Crotone,Sassuolo Calcio,0,0
5/03/2017,2016,Empoli FC,Genoa CFC,0,2
5/03/2017,2016,Torino FC,US Palermo,3,1
5/03/2017,2016,Udinese Calcio,Juventus,1,1
10/03/2017,2016,Juventus,AC Milan,2,1
11/03/2017,2016,Genoa CFC,Sampdoria,0,1
12/03/2017,2016,Chievo Verona,Empoli FC,4,0
12/03/2017,2016,ACF Fiorentina,Cagliari Calcio,1,0
12/03/2017,2016,Inter,Atalanta,7,1
12/03/2017,2016,SSC Napoli,FC Crotone,3,0
12/03/2017,2016,US Palermo,AS Roma,0,3
12/03/2017,2016,Pescara Calcio,Udinese Calcio,1,3
12/03/2017,2016,Sassuolo Calcio,Bologna FC,0,1
13/03/2017,2016,Lazio Roma,Torino FC,3,1
18/03/2017,2016,AC Milan,Genoa CFC,1,0
18/03/2017,2016,Torino FC,Inter,2,2
19/03/2017,2016,Atalanta,Pescara Calcio,3,0
19/03/2017,2016,Bologna FC,Chievo Verona,4,1
19/03/2017,2016,Cagliari Calcio,Lazio Roma,0,0
19/03/2017,2016,FC Crotone,ACF Fiorentina,0,1
19/03/2017,2016,Empoli FC,SSC Napoli,2,3
19/03/2017,2016,AS Roma,Sassuolo Calcio,3,1
19/03/2017,2016,Sampdoria,Juventus,0,1
19/03/2017,2016,Udinese Calcio,US Palermo,4,1
1/04/2017,2016,AS Roma,Empoli FC,2,0
1/04/2017,2016,Sassuolo Calcio,Lazio Roma,1,2
2/04/2017,2016,Chievo Verona,FC Crotone,1,2
2/04/2017,2016,ACF Fiorentina,Bologna FC,1,0
2/04/2017,2016,Genoa CFC,Atalanta,0,5
2/04/2017,2016,SSC Napoli,Juventus,1,1
2/04/2017,2016,US Palermo,Cagliari Calcio,1,3
2/04/2017,2016,Pescara Calcio,AC Milan,1,1
2/04/2017,2016,Torino FC,Udinese Calcio,2,2
3/04/2017,2016,Inter,Sampdoria,1,2
8/04/2017,2016,Atalanta,Sassuolo Calcio,1,1
8/04/2017,2016,Empoli FC,Pescara Calcio,1,1
8/04/2017,2016,Juventus,Chievo Verona,2,0
9/04/2017,2016,Bologna FC,AS Roma,0,3
9/04/2017,2016,Cagliari Calcio,Torino FC,2,3
9/04/2017,2016,FC Crotone,Inter,2,1
9/04/2017,2016,Lazio Roma,SSC Napoli,0,3
9/04/2017,2016,AC Milan,US Palermo,4,0
9/04/2017,2016,Sampdoria,ACF Fiorentina,2,2
9/04/2017,2016,Udinese Calcio,Genoa CFC,3,0
15/04/2017,2016,Cagliari Calcio,Chievo Verona,4,0
15/04/2017,2016,ACF Fiorentina,Empoli FC,1,2
15/04/2017,2016,Genoa CFC,Lazio Roma,2,2
15/04/2017,2016,Inter,AC Milan,2,2
15/04/2017,2016,SSC Napoli,Udinese Calcio,3,0
15/04/2017,2016,US Palermo,Bologna FC,0,0
15/04/2017,2016,Pescara Calcio,Juventus,0,2
15/04/2017,2016,AS Roma,Atalanta,1,1
15/04/2017,2016,Sassuolo Calcio,Sampdoria,2,1
15/04/2017,2016,Torino FC,FC Crotone,1,1
22/04/2017,2016,Atalanta,Bologna FC,3,2
22/04/2017,2016,ACF Fiorentina,Inter,5,4
23/04/2017,2016,Chievo Verona,Torino FC,1,3
23/04/2017,2016,Juventus,Genoa CFC,4,0
23/04/2017,2016,Lazio Roma,US Palermo,6,2
23/04/2017,2016,AC Milan,Empoli FC,1,2
23/04/2017,2016,Sampdoria,FC Crotone,1,2
23/04/2017,2016,Sassuolo Calcio,SSC Napoli,2,2
23/04/2017,2016,Udinese Calcio,Cagliari Calcio,2,1
24/04/2017,2016,Pescara Calcio,AS Roma,1,4
28/04/2017,2016,Atalanta,Juventus,2,2
29/04/2017,2016,Torino FC,Sampdoria,1,1
30/04/2017,2016,Bologna FC,Udinese Calcio,4,0
30/04/2017,2016,Cagliari Calcio,Pescara Calcio,1,0
30/04/2017,2016,FC Crotone,AC Milan,1,1
30/04/2017,2016,Empoli FC,Sassuolo Calcio,1,3
30/04/2017,2016,Genoa CFC,Chievo Verona,1,2
30/04/2017,2016,Inter,SSC Napoli,0,1
30/04/2017,2016,US Palermo,ACF Fiorentina,2,0
30/04/2017,2016,AS Roma,Lazio Roma,1,3
6/05/2017,2016,Juventus,Torino FC,1,1
6/05/2017,2016,SSC Napoli,Cagliari Calcio,3,1
7/05/2017,2016,Chievo Verona,US Palermo,1,1
7/05/2017,2016,Empoli FC,Bologna FC,3,1
7/05/2017,2016,Genoa CFC,Inter,1,0
7/05/2017,2016,Lazio Roma,Sampdoria,7,3
7/05/2017,2016,AC Milan,AS Roma,1,4
7/05/2017,2016,Pescara Calcio,FC Crotone,0,1
