Date,HomeTeam,AwayTeam,FTHG,FTAG
2015/12/6,Villarreal CF,Rayo Vallecano,2,1
2015/12/6,Sporting Gijon,UD Las Palmas,3,1
2015/12/6,Athletic Bilbao,Malaga CF,0,0
2015/12/7,Espanyol Barcelona,Levante UD,1,1
2015/12/11,Getafe CF,Real Sociedad,1,1
2015/12/12,FC Barcelona,Deportivo La Coruna,2,2
2015/12/12,Celta Vigo,Espanyol Barcelona,1,0
2015/12/12,Levante UD,Granada CF,1,2
2015/12/12,Sevilla FC,Sporting Gijon,2,0
2015/12/12,UD Las Palmas,Real Betis,1,0
2015/12/13,Rayo Vallecano,Malaga CF,1,2
2015/12/13,SD Eibar,Valencia CF,1,1
2015/12/13,Atletico Madrid,Athletic Bilbao,2,1
2015/12/13,Villarreal CF,Real Madrid,1,0
2015/12/19,Valencia CF,Getafe CF,2,2
2015/12/19,Espanyol Barcelona,UD Las Palmas,1,0
2015/12/19,Real Betis,Sevilla FC,0,0
2015/12/19,Deportivo La Coruna,SD Eibar,2,0
2015/12/20,Real Madrid,Rayo Vallecano,10,2
2015/12/20,Real Sociedad,Villarreal CF,0,2
2015/12/20,Granada CF,Celta Vigo,0,2
2015/12/20,Athletic Bilbao,Levante UD,2,0
2015/12/20,Malaga CF,Atletico Madrid,1,0
2016/2/17,Sporting Gijon,FC Barcelona,1,3
2015/12/30,Real Madrid,Real Sociedad,3,1
2015/12/30,Levante UD,Malaga CF,0,1
2015/12/30,Sevilla FC,Espanyol Barcelona,2,0
2015/12/30,Rayo Vallecano,Atletico Madrid,0,2
2015/12/30,SD Eibar,Sporting Gijon,2,0
2015/12/30,Getafe CF,Deportivo La Coruna,0,0
2015/12/30,FC Barcelona,Real Betis,4,0
2015/12/30,Celta Vigo,Athletic Bilbao,0,1
2015/12/30,UD Las Palmas,Granada CF,4,1
2015/12/31,Villarreal CF,Valencia CF,1,0
2016/1/2,Espanyol Barcelona,FC Barcelona,0,0
2016/1/2,Atletico Madrid,Levante UD,1,0
2016/1/2,Malaga CF,Celta Vigo,2,0
2016/1/3,Rayo Vallecano,Real Sociedad,2,2
2016/1/3,Real Betis,SD Eibar,0,4
2016/1/3,Granada CF,Sevilla FC,2,1
2016/1/3,Deportivo La Coruna,Villarreal CF,1,2
2016/1/3,Athletic Bilbao,UD Las Palmas,2,2
2016/1/3,Valencia CF,Real Madrid,2,2
2016/1/4,Sporting Gijon,Getafe CF,1,2
2016/1/9,FC Barcelona,Granada CF,4,0
2016/1/9,Getafe CF,Real Betis,1,0
2016/1/9,Sevilla FC,Athletic Bilbao,2,0
2016/1/9,Real Madrid,Deportivo La Coruna,5,0
2016/1/9,Levante UD,Rayo Vallecano,2,1
2016/1/10,Villarreal CF,Sporting Gijon,2,0
2016/1/10,Real Sociedad,Valencia CF,2,0
2016/1/10,SD Eibar,Espanyol Barcelona,2,1
2016/1/10,UD Las Palmas,Malaga CF,1,1
2016/1/10,Celta Vigo,Atletico Madrid,0,2
2016/1/16,Sevilla FC,Malaga CF,2,1
2016/1/16,Celta Vigo,Levante UD,4,3
2016/1/16,Villarreal CF,Real Betis,0,0
2016/1/16,Real Sociedad,Deportivo La Coruna,1,1
2016/1/17,Valencia CF,Rayo Vallecano,2,2
2016/1/17,Real Madrid,Sporting Gijon,5,1
2016/1/17,Getafe CF,Espanyol Barcelona,3,1
2016/1/17,UD Las Palmas,Atletico Madrid,0,3
2016/1/17,FC Barcelona,Athletic Bilbao,6,0
2016/1/18,SD Eibar,Granada CF,5,1
2016/1/22,Sporting Gijon,Real Sociedad,5,1
2016/1/23,Malaga CF,FC Barcelona,1,2
2016/1/23,Espanyol Barcelona,Villarreal CF,2,2
2016/1/23,Granada CF,Getafe CF,3,2
2016/1/23,Rayo Vallecano,Celta Vigo,3,0
2016/1/24,Athletic Bilbao,SD Eibar,5,2
2016/1/24,Atletico Madrid,Sevilla FC,0,0
2016/1/24,Deportivo La Coruna,Valencia CF,1,1
2016/1/24,Real Betis,Real Madrid,1,1
2016/1/25,Levante UD,UD Las Palmas,3,2
2016/1/30,FC Barcelona,Atletico Madrid,2,1
2016/1/30,SD Eibar,Malaga CF,1,2
2016/1/30,Getafe CF,Athletic Bilbao,0,1
2016/1/30,Villarreal CF,Granada CF,1,0
2016/1/30,Real Sociedad,Real Betis,2,1
2016/1/31,Sevilla FC,Levante UD,3,1
2016/1/31,Valencia CF,Sporting Gijon,0,1
2016/1/31,UD Las Palmas,Celta Vigo,2,1
2016/1/31,Real Madrid,Espanyol Barcelona,6,0
2016/2/1,Deportivo La Coruna,Rayo Vallecano,2,2
2016/2/5,Malaga CF,Getafe CF,3,0
2016/2/6,Atletico Madrid,SD Eibar,3,1
2016/2/6,Rayo Vallecano,UD Las Palmas,2,0
2016/2/6,Athletic Bilbao,Villarreal CF,0,0
2016/2/6,Sporting Gijon,Deportivo La Coruna,1,1
2016/2/7,Levante UD,FC Barcelona,0,2
2016/2/7,Real Betis,Valencia CF,1,0
2016/2/7,Celta Vigo,Sevilla FC,1,1
2016/2/7,Granada CF,Real Madrid,1,2
2016/2/8,Espanyol Barcelona,Real Sociedad,0,5
2016/2/12,Sporting Gijon,Rayo Vallecano,2,2
2016/2/13,Real Madrid,Athletic Bilbao,4,2
2016/2/13,Villarreal CF,Malaga CF,1,0
2016/2/13,Valencia CF,Espanyol Barcelona,2,1
2016/2/13,Deportivo La Coruna,Real Betis,2,2
2016/2/14,Real Sociedad,Granada CF,3,0
2016/2/14,Sevilla FC,UD Las Palmas,2,0
2016/2/14,SD Eibar,Levante UD,2,0
2016/2/14,Getafe CF,Atletico Madrid,0,1
2016/2/14,FC Barcelona,Celta Vigo,6,1
2016/2/19,Levante UD,Getafe CF,3,0
2016/2/20,UD Las Palmas,FC Barcelona,1,2
2016/2/20,Espanyol Barcelona,Deportivo La Coruna,1,0
2016/2/20,Real Betis,Sporting Gijon,1,1
2016/2/20,Celta Vigo,SD Eibar,3,2
2016/2/21,Rayo Vallecano,Sevilla FC,2,2
2016/2/21,Malaga CF,Real Madrid,1,1
2016/2/21,Athletic Bilbao,Real Sociedad,0,1
2016/2/21,Granada CF,Valencia CF,1,2
2016/2/21,Atletico Madrid,Villarreal CF,0,0
2016/2/26,SD Eibar,UD Las Palmas,0,1
2016/2/27,Real Madrid,Atletico Madrid,0,1
2016/2/27,Getafe CF,Celta Vigo,0,1
2016/2/27,Sporting Gijon,Espanyol Barcelona,2,4
2016/2/27,Real Betis,Rayo Vallecano,2,2
2016/2/27,Real Sociedad,Malaga CF,1,1
2016/2/28,Villarreal CF,Levante UD,3,0
2016/2/28,Valencia CF,Athletic Bilbao,0,3
2016/2/28,Deportivo La Coruna,Granada CF,0,1
2016/2/28,FC Barcelona,Sevilla FC,2,1
2016/3/1,Atletico Madrid,Real Sociedad,3,0
2016/3/1,UD Las Palmas,Getafe CF,4,0
2016/3/2,Sevilla FC,SD Eibar,1,0
2016/3/2,Celta Vigo,Villarreal CF,0,0
2016/3/2,Malaga CF,Valencia CF,1,2
2016/3/2,Athletic Bilbao,Deportivo La Coruna,4,1
2016/3/2,Levante UD,Real Madrid,1,3
2016/3/3,Granada CF,Sporting Gijon,2,0
2016/3/3,Espanyol Barcelona,Real Betis,0,3
2016/3/3,Rayo Vallecano,FC Barcelona,1,5
2016/3/5,Real Madrid,Celta Vigo,7,1
2016/3/5,Villarreal CF,UD Las Palmas,0,1
2016/3/5,Getafe CF,Sevilla FC,1,1
2016/3/5,Deportivo La Coruna,Malaga CF,3,3
2016/3/6,Real Betis,Granada CF,2,0
2016/3/6,SD Eibar,FC Barcelona,0,4
2016/3/6,Real Sociedad,Levante UD,1,1
2016/3/6,Sporting Gijon,Athletic Bilbao,0,2
2016/3/6,Valencia CF,Atletico Madrid,1,3
2016/3/7,Espanyol Barcelona,Rayo Vallecano,2,1
2016/3/11,Malaga CF,Sporting Gijon,1,0
2016/3/12,FC Barcelona,Getafe CF,6,0
2016/3/12,Celta Vigo,Real Sociedad,1,0
2016/3/12,Atletico Madrid,Deportivo La Coruna,3,0
2016/3/12,Rayo Vallecano,SD Eibar,1,1
2016/3/13,Levante UD,Valencia CF,1,0
2016/3/13,Sevilla FC,Villarreal CF,4,2
2016/3/13,Athletic Bilbao,Real Betis,3,1
2016/3/13,UD Las Palmas,Real Madrid,1,2
2016/3/14,Granada CF,Espanyol Barcelona,1,1
2016/3/18,Getafe CF,SD Eibar,1,1
2016/3/19,Sporting Gijon,Atletico Madrid,2,1
2016/3/19,Real Sociedad,UD Las Palmas,0,1
2016/3/19,Granada CF,Rayo Vallecano,2,2
2016/3/19,Deportivo La Coruna,Levante UD,2,1
2016/3/19,Real Betis,Malaga CF,0,1
2016/3/20,Espanyol Barcelona,Athletic Bilbao,2,1
2016/3/20,Villarreal CF,FC Barcelona,2,2
2016/3/20,Valencia CF,Celta Vigo,0,2
2016/3/20,Real Madrid,Sevilla FC,4,0
2016/4/1,Rayo Vallecano,Getafe CF,2,0
2016/4/2,Atletico Madrid,Real Betis,5,1
2016/4/2,UD Las Palmas,Valencia CF,2,1
2016/4/2,FC Barcelona,Real Madrid,1,2
2016/4/2,Celta Vigo,Deportivo La Coruna,1,1
2016/4/3,Athletic Bilbao,Granada CF,1,1
2016/4/3,Malaga CF,Espanyol Barcelona,1,1
2016/4/3,SD Eibar,Villarreal CF,1,2
2016/4/3,Sevilla FC,Real Sociedad,1,2
2016/4/4,Levante UD,Sporting Gijon,0,0
2016/4/8,Granada CF,Malaga CF,0,0
2016/4/9,Real Madrid,SD Eibar,4,0
2016/4/9,Espanyol Barcelona,Atletico Madrid,1,3
2016/4/9,Real Sociedad,FC Barcelona,1,0
2016/4/9,Real Betis,Levante UD,1,0
2016/4/10,Sporting Gijon,Celta Vigo,0,1
2016/4/10,Valencia CF,Sevilla FC,2,1
2016/4/10,Villarreal CF,Getafe CF,2,0
2016/4/10,Athletic Bilbao,Rayo Vallecano,1,0
2016/4/11,Deportivo La Coruna,UD Las Palmas,1,3
2016/4/15,Levante UD,Espanyol Barcelona,2,1
2016/4/16,Getafe CF,Real Madrid,1,5
2016/4/16,UD Las Palmas,Sporting Gijon,1,1
2016/4/16,SD Eibar,Real Sociedad,2,1
2016/4/16,Celta Vigo,Real Betis,1,1
2016/4/17,Malaga CF,Athletic Bilbao,0,1
2016/4/17,Sevilla FC,Deportivo La Coruna,1,1
2016/4/17,Rayo Vallecano,Villarreal CF,2,1
2016/4/17,Atletico Madrid,Granada CF,3,0
2016/4/17,FC Barcelona,Valencia CF,1,2
2016/4/19,Espanyol Barcelona,Celta Vigo,1,1
2016/4/19,Real Betis,UD Las Palmas,1,0
2016/4/20,Deportivo La Coruna,FC Barcelona,0,8
2016/4/20,Valencia CF,SD Eibar,4,0
2016/4/20,Sporting Gijon,Sevilla FC,2,1
2016/4/20,Athletic Bilbao,Atletico Madrid,0,1
2016/4/20,Malaga CF,Rayo Vallecano,1,1
2016/4/20,Real Madrid,Villarreal CF,3,0
2016/4/21,Real Sociedad,Getafe CF,1,2
2016/4/21,Granada CF,Levante UD,5,1
2016/4/22,UD Las Palmas,Espanyol Barcelona,4,0
2016/4/23,Rayo Vallecano,Real Madrid,2,3
2016/4/23,Atletico Madrid,Malaga CF,1,0
2016/4/23,FC Barcelona,Sporting Gijon,6,0
2016/4/23,SD Eibar,Deportivo La Coruna,1,1
2016/4/24,Levante UD,Athletic Bilbao,2,2
2016/4/24,Sevilla FC,Real Betis,2,0
2016/4/24,Getafe CF,Valencia CF,2,2
2016/4/24,Villarreal CF,Real Sociedad,0,0
2016/4/25,Celta Vigo,Granada CF,2,1
2016/4/29,Sporting Gijon,SD Eibar,2,0
2016/4/30,Real Sociedad,Real Madrid,0,1
2016/4/30,Atletico Madrid,Rayo Vallecano,1,0
2016/4/30,Real Betis,FC Barcelona,0,2
2016/4/30,Granada CF,UD Las Palmas,3,2
2016/5/1,Athletic Bilbao,Celta Vigo,2,1
2016/5/1,Espanyol Barcelona,Sevilla FC,1,0
2016/5/1,Deportivo La Coruna,Getafe CF,0,2
2016/5/1,Valencia CF,Villarreal CF,0,2
2016/5/2,Malaga CF,Levante UD,3,1
2016/5/8,Real Sociedad,Rayo Vallecano,2,1
2016/5/8,Real Madrid,Valencia CF,3,2
2016/5/8,Villarreal CF,Deportivo La Coruna,0,2
2016/5/8,Getafe CF,Sporting Gijon,1,1
2016/5/8,SD Eibar,Real Betis,1,1
2016/5/8,FC Barcelona,Espanyol Barcelona,5,0
2016/5/8,Sevilla FC,Granada CF,1,4
2016/5/8,UD Las Palmas,Athletic Bilbao,0,0
2016/5/8,Celta Vigo,Malaga CF,1,0
2016/5/8,Levante UD,Atletico Madrid,2,1
2016/5/13,Valencia CF,Real Sociedad,0,1
2016/5/14,Deportivo La Coruna,Real Madrid,0,2
2016/5/14,Granada CF,FC Barcelona,0,3
2016/5/14,Athletic Bilbao,Sevilla FC,3,1
2016/5/14,Atletico Madrid,Celta Vigo,2,0
2016/5/15,Malaga CF,UD Las Palmas,4,1
2016/5/15,Espanyol Barcelona,SD Eibar,4,2
2016/5/15,Sporting Gijon,Villarreal CF,2,0
2016/5/15,Real Betis,Getafe CF,2,1
2016/5/15,Rayo Vallecano,Levante UD,3,1
2016/8/19,Deportivo La Coruna,SD Eibar,2,1
2016/8/19,Malaga CF,CA Osasuna,1,1
2016/8/20,FC Barcelona,Real Betis,6,2
2016/8/20,Granada CF,Villarreal CF,1,1
2016/8/20,Sevilla FC,Espanyol Barcelona,6,4
2016/8/21,Atletico Madrid,CD Alaves,1,1
2016/8/21,Real Sociedad,Real Madrid,0,3
2016/8/21,Sporting Gijon,Athletic Bilbao,2,1
2016/8/22,Celta Vigo,CD Leganes,0,1
2016/8/22,Valencia CF,UD Las Palmas,2,4
2016/8/26,Real Betis,Deportivo La Coruna,0,0
2016/8/26,Espanyol Barcelona,Malaga CF,2,2
2016/8/27,SD Eibar,Valencia CF,1,0
2016/8/27,CD Leganes,Atletico Madrid,0,0
2016/8/27,CA Osasuna,Real Sociedad,0,2
2016/8/27,Real Madrid,Celta Vigo,2,1
2016/8/28,CD Alaves,Sporting Gijon,0,0
2016/8/28,Athletic Bilbao,FC Barcelona,0,1
2016/8/28,UD Las Palmas,Granada CF,5,1
2016/8/28,Villarreal CF,Sevilla FC,0,0
2016/9/9,Real Sociedad,Espanyol Barcelona,1,1
2016/9/10,FC Barcelona,CD Alaves,1,2
2016/9/10,Celta Vigo,Atletico Madrid,0,4
2016/9/10,Malaga CF,Villarreal CF,0,2
2016/9/10,Real Madrid,CA Osasuna,5,2
2016/9/10,Sevilla FC,UD Las Palmas,2,1
2016/9/11,Granada CF,SD Eibar,1,2
2016/9/11,Deportivo La Coruna,Athletic Bilbao,0,1
2016/9/11,Sporting Gijon,CD Leganes,2,1
2016/9/11,Valencia CF,Real Betis,2,3
2016/9/16,Real Betis,Granada CF,2,2
2016/9/17,Atletico Madrid,Sporting Gijon,5,0
2016/9/17,SD Eibar,Sevilla FC,1,1
2016/9/17,UD Las Palmas,Malaga CF,1,0
2016/9/17,CD Leganes,FC Barcelona,1,5
2016/9/18,Athletic Bilbao,Valencia CF,2,1
2016/9/18,Espanyol Barcelona,Real Madrid,0,2
2016/9/18,CA Osasuna,Celta Vigo,0,0
2016/9/18,Villarreal CF,Real Sociedad,2,1
2016/9/19,CD Alaves,Deportivo La Coruna,0,0
2016/9/20,Malaga CF,SD Eibar,2,1
2016/9/20,Sevilla FC,Real Betis,1,0
2016/9/21,FC Barcelona,Atletico Madrid,1,1
2016/9/21,Celta Vigo,Sporting Gijon,2,1
2016/9/21,Granada CF,Athletic Bilbao,1,2
2016/9/21,Real Madrid,Villarreal CF,1,1
2016/9/21,Real Sociedad,UD Las Palmas,4,1
2016/9/22,Deportivo La Coruna,CD Leganes,1,2
2016/9/22,CA Osasuna,Espanyol Barcelona,1,2
2016/9/22,Valencia CF,CD Alaves,2,1
2016/9/23,Real Betis,Malaga CF,1,0
2016/9/24,Athletic Bilbao,Sevilla FC,3,1
2016/9/24,SD Eibar,Real Sociedad,2,0
2016/9/24,UD Las Palmas,Real Madrid,2,2
2016/9/24,Sporting Gijon,FC Barcelona,0,5
2016/9/25,Atletico Madrid,Deportivo La Coruna,1,0
2016/9/25,Espanyol Barcelona,Celta Vigo,0,2
2016/9/25,CD Leganes,Valencia CF,1,2
2016/9/25,Villarreal CF,CA Osasuna,3,1
2016/9/26,CD Alaves,Granada CF,3,1
2016/9/30,Real Sociedad,Real Betis,1,0
2016/10/1,Granada CF,CD Leganes,0,1
2016/10/1,Deportivo La Coruna,Sporting Gijon,2,1
2016/10/1,CA Osasuna,UD Las Palmas,2,2
2016/10/1,Sevilla FC,CD Alaves,2,1
2016/10/2,Celta Vigo,FC Barcelona,4,3
2016/10/2,Espanyol Barcelona,Villarreal CF,0,0
2016/10/2,Malaga CF,Athletic Bilbao,2,1
2016/10/2,Real Madrid,SD Eibar,1,1
2016/10/2,Valencia CF,Atletico Madrid,0,2
2016/10/14,UD Las Palmas,Espanyol Barcelona,0,0
2016/10/15,Atletico Madrid,Granada CF,7,1
2016/10/15,FC Barcelona,Deportivo La Coruna,4,0
2016/10/15,Real Betis,Real Madrid,1,6
2016/10/15,CD Leganes,Sevilla FC,2,3
2016/10/16,CD Alaves,Malaga CF,1,1
2016/10/16,Athletic Bilbao,Real Sociedad,3,2
2016/10/16,Sporting Gijon,Valencia CF,1,2
2016/10/16,Villarreal CF,Celta Vigo,5,0
2016/10/17,SD Eibar,CA Osasuna,2,3
2016/10/21,CA Osasuna,Real Betis,1,2
2016/10/22,Espanyol Barcelona,SD Eibar,3,3
2016/10/22,Granada CF,Sporting Gijon,0,0
2016/10/22,Real Sociedad,CD Alaves,3,0
2016/10/22,Valencia CF,FC Barcelona,2,3
2016/10/23,Celta Vigo,Deportivo La Coruna,4,1
2016/10/23,Malaga CF,CD Leganes,4,0
2016/10/23,Real Madrid,Athletic Bilbao,2,1
2016/10/23,Sevilla FC,Atletico Madrid,1,0
2016/10/23,Villarreal CF,UD Las Palmas,2,1
2016/10/28,CD Leganes,Real Sociedad,0,2
2016/10/29,CD Alaves,Real Madrid,1,4
2016/10/29,Atletico Madrid,Malaga CF,4,2
2016/10/29,FC Barcelona,Granada CF,1,0
2016/10/29,Sporting Gijon,Sevilla FC,1,1
2016/10/30,Athletic Bilbao,CA Osasuna,1,1
2016/10/30,Real Betis,Espanyol Barcelona,0,1
2016/10/30,SD Eibar,Villarreal CF,2,1
2016/10/30,UD Las Palmas,Celta Vigo,3,3
2016/10/31,Deportivo La Coruna,Valencia CF,1,1
2016/11/4,Malaga CF,Sporting Gijon,3,2
2016/11/5,Granada CF,Deportivo La Coruna,1,1
2016/11/5,UD Las Palmas,SD Eibar,1,0
2016/11/5,CA Osasuna,CD Alaves,0,1
2016/11/5,Real Sociedad,Atletico Madrid,2,0
2016/11/6,Celta Vigo,Valencia CF,2,1
2016/11/6,Espanyol Barcelona,Athletic Bilbao,0,0
2016/11/6,Real Madrid,CD Leganes,3,0
2016/11/6,Sevilla FC,FC Barcelona,1,2
2016/11/6,Villarreal CF,Real Betis,2,0
2016/11/18,Real Betis,UD Las Palmas,2,0
2016/11/19,Atletico Madrid,Real Madrid,0,3
2016/11/19,FC Barcelona,Malaga CF,0,0
2016/11/19,SD Eibar,Celta Vigo,1,0
2016/11/19,Deportivo La Coruna,Sevilla FC,2,3
2016/11/20,CD Alaves,Espanyol Barcelona,0,1
2016/11/20,Athletic Bilbao,Villarreal CF,1,0
2016/11/20,Sporting Gijon,Real Sociedad,1,3
2016/11/20,Valencia CF,Granada CF,1,1
2016/11/21,CD Leganes,CA Osasuna,2,0
2016/11/25,SD Eibar,Real Betis,3,1
2016/11/26,Espanyol Barcelona,CD Leganes,3,0
2016/11/26,Malaga CF,Deportivo La Coruna,4,3
2016/11/26,Real Madrid,Sporting Gijon,2,1
2016/11/26,Sevilla FC,Valencia CF,2,1
2016/11/27,Celta Vigo,Granada CF,3,1
2016/11/27,CA Osasuna,Atletico Madrid,0,3
2016/11/27,Real Sociedad,FC Barcelona,1,1
2016/11/27,Villarreal CF,CD Alaves,0,2
2016/11/28,UD Las Palmas,Athletic Bilbao,3,1
2016/12/3,Atletico Madrid,Espanyol Barcelona,0,0
2016/12/3,FC Barcelona,Real Madrid,1,1
2016/12/3,Granada CF,Sevilla FC,2,1
2016/12/3,CD Leganes,Villarreal CF,0,0
2016/12/4,CD Alaves,UD Las Palmas,1,1
2016/12/4,Athletic Bilbao,SD Eibar,3,1
2016/12/4,Real Betis,Celta Vigo,3,3
2016/12/4,Sporting Gijon,CA Osasuna,3,1
2016/12/4,Valencia CF,Malaga CF,2,2
2016/12/5,Deportivo La Coruna,Real Sociedad,5,1
2016/12/9,Malaga CF,Granada CF,1,1
2016/12/10,UD Las Palmas,CD Leganes,1,1
2016/12/10,CA Osasuna,FC Barcelona,0,3
2016/12/10,Real Madrid,Deportivo La Coruna,3,2
2016/12/10,Real Sociedad,Valencia CF,3,2
2016/12/11,Real Betis,Athletic Bilbao,1,0
2016/12/11,Celta Vigo,Sevilla FC,0,3
2016/12/11,SD Eibar,CD Alaves,0,0
2016/12/11,Espanyol Barcelona,Sporting Gijon,2,1
2016/12/12,Villarreal CF,Atletico Madrid,3,0
2016/12/16,CD Alaves,Real Betis,1,0
2016/12/17,Atletico Madrid,UD Las Palmas,1,0
2016/12/17,Granada CF,Real Sociedad,0,2
2016/12/17,Sevilla FC,Malaga CF,4,1
2016/12/17,Sporting Gijon,Villarreal CF,1,3
2016/12/18,FC Barcelona,Espanyol Barcelona,4,1
2016/12/18,Deportivo La Coruna,CA Osasuna,2,0
2016/12/18,CD Leganes,SD Eibar,1,1
2016/12/19,Athletic Bilbao,Celta Vigo,2,1
2017/1/6,Espanyol Barcelona,Deportivo La Coruna,1,1
2017/1/7,SD Eibar,Atletico Madrid,0,2
2017/1/7,UD Las Palmas,Sporting Gijon,1,0
2017/1/7,Real Madrid,Granada CF,5,0
2017/1/7,Real Sociedad,Sevilla FC,0,4
2017/1/8,Athletic Bilbao,CD Alaves,0,0
2017/1/8,Real Betis,CD Leganes,2,0
2017/1/8,Celta Vigo,Malaga CF,3,1
2017/1/8,Villarreal CF,FC Barcelona,1,1
2017/1/9,CA Osasuna,Valencia CF,3,3
2017/1/14,Atletico Madrid,Real Betis,1,0
2017/1/14,FC Barcelona,UD Las Palmas,5,0
2017/1/14,Deportivo La Coruna,Villarreal CF,0,0
2017/1/14,CD Leganes,Athletic Bilbao,0,0
2017/1/15,Celta Vigo,CD Alaves,1,0
2017/1/15,Granada CF,CA Osasuna,1,1
2017/1/15,Sevilla FC,Real Madrid,2,1
2017/1/15,Sporting Gijon,SD Eibar,2,3
2017/1/15,Valencia CF,Espanyol Barcelona,2,1
2017/1/16,Malaga CF,Real Sociedad,0,2
2017/1/20,UD Las Palmas,Deportivo La Coruna,1,1
2017/1/21,CD Alaves,CD Leganes,2,2
2017/1/21,Espanyol Barcelona,Granada CF,3,1
2017/1/21,Real Madrid,Malaga CF,2,1
2017/1/21,Villarreal CF,Valencia CF,0,2
2017/1/22,Athletic Bilbao,Atletico Madrid,2,2
2017/1/22,Real Betis,Sporting Gijon,0,0
2017/1/22,SD Eibar,FC Barcelona,0,4
2017/1/22,CA Osasuna,Sevilla FC,3,4
2017/1/22,Real Sociedad,Celta Vigo,1,0
2017/1/27,CA Osasuna,Malaga CF,1,1
2017/1/28,CD Alaves,Atletico Madrid,0,0
2017/1/28,SD Eibar,Deportivo La Coruna,3,1
2017/1/28,CD Leganes,Celta Vigo,0,2
2017/1/28,Villarreal CF,Granada CF,2,0
2017/1/29,Athletic Bilbao,Sporting Gijon,2,1
2017/1/29,Real Betis,FC Barcelona,1,1
2017/1/29,Espanyol Barcelona,Sevilla FC,3,1
2017/1/29,Real Madrid,Real Sociedad,3,0
2017/1/30,UD Las Palmas,Valencia CF,3,1
2017/2/4,Atletico Madrid,CD Leganes,2,0
2017/2/4,FC Barcelona,Athletic Bilbao,3,0
2017/2/4,Malaga CF,Espanyol Barcelona,0,1
2017/2/4,Valencia CF,SD Eibar,0,4
2017/2/5,Sevilla FC,Villarreal CF,0,0
2017/2/5,Real Sociedad,CA Osasuna,3,2
2017/2/5,Sporting Gijon,CD Alaves,2,4
2017/2/6,Granada CF,UD Las Palmas,1,0
2017/2/10,Espanyol Barcelona,Real Sociedad,1,2
2017/2/11,CD Alaves,FC Barcelona,0,6
2017/2/11,Athletic Bilbao,Deportivo La Coruna,2,1
2017/2/11,Real Betis,Valencia CF,0,0
2017/2/11,CA Osasuna,Real Madrid,1,3
2017/2/12,Atletico Madrid,Celta Vigo,3,2
2017/2/12,UD Las Palmas,Sevilla FC,0,1
2017/2/12,CD Leganes,Sporting Gijon,0,2
2017/2/12,Villarreal CF,Malaga CF,1,1
2017/2/13,SD Eibar,Granada CF,4,0
2017/2/17,Granada CF,Real Betis,4,1
2017/2/18,Deportivo La Coruna,CD Alaves,0,1
2017/2/18,Real Madrid,Espanyol Barcelona,2,0
2017/2/18,Sevilla FC,SD Eibar,2,0
2017/2/18,Sporting Gijon,Atletico Madrid,1,4
2017/2/19,FC Barcelona,CD Leganes,2,1
2017/2/19,Celta Vigo,CA Osasuna,3,0
2017/2/19,Real Sociedad,Villarreal CF,0,1
2017/2/19,Valencia CF,Athletic Bilbao,2,0
2017/2/20,Malaga CF,UD Las Palmas,2,1
2017/2/22,Valencia CF,Real Madrid,2,1
2017/2/24,UD Las Palmas,Real Sociedad,0,1
2017/2/25,CD Alaves,Valencia CF,2,1
2017/2/25,Real Betis,Sevilla FC,1,2
2017/2/25,SD Eibar,Malaga CF,3,0
2017/2/25,CD Leganes,Deportivo La Coruna,4,0
2017/2/26,Athletic Bilbao,Granada CF,3,1
2017/2/26,Atletico Madrid,FC Barcelona,1,2
2017/2/26,Espanyol Barcelona,CA Osasuna,3,0
2017/2/26,Sporting Gijon,Celta Vigo,1,1
2017/2/26,Villarreal CF,Real Madrid,2,3
2017/2/28,Malaga CF,Real Betis,1,2
2017/2/28,Real Sociedad,SD Eibar,2,2
2017/2/28,Valencia CF,CD Leganes,1,0
2017/3/1,FC Barcelona,Sporting Gijon,6,1
2017/3/1,Celta Vigo,Espanyol Barcelona,2,2
2017/3/1,Granada CF,CD Alaves,2,1
2017/3/1,CA Osasuna,Villarreal CF,1,4
2017/3/1,Real Madrid,UD Las Palmas,3,3
2017/3/2,Deportivo La Coruna,Atletico Madrid,1,1
2017/3/2,Sevilla FC,Athletic Bilbao,1,0
2017/3/3,Real Betis,Real Sociedad,2,3
2017/3/4,FC Barcelona,Celta Vigo,5,0
2017/3/4,SD Eibar,Real Madrid,1,4
2017/3/4,CD Leganes,Granada CF,1,0
2017/3/4,Villarreal CF,Espanyol Barcelona,2,0
2017/3/5,Athletic Bilbao,Malaga CF,1,0
2017/3/5,Atletico Madrid,Valencia CF,3,0
2017/3/5,UD Las Palmas,CA Osasuna,5,2
2017/3/5,Sporting Gijon,Deportivo La Coruna,0,1
2017/3/6,CD Alaves,Sevilla FC,1,1
2017/3/8,Deportivo La Coruna,Real Betis,1,1
2017/3/10,Espanyol Barcelona,UD Las Palmas,4,3
2017/3/11,Granada CF,Atletico Madrid,0,1
2017/3/11,Malaga CF,CD Alaves,1,2
2017/3/11,Sevilla FC,CD Leganes,1,1
2017/3/11,Valencia CF,Sporting Gijon,1,1
2017/3/12,Celta Vigo,Villarreal CF,0,1
2017/3/12,Deportivo La Coruna,FC Barcelona,2,1
2017/3/12,Real Madrid,Real Betis,2,1
2017/3/12,Real Sociedad,Athletic Bilbao,0,2
2017/3/13,CA Osasuna,SD Eibar,1,1
2017/3/17,UD Las Palmas,Villarreal CF,1,0
